Vrid,Vdatesub,State,AgencyType,AgencyTypeSimp,ParentAgency,Q1,Q1spec,Q2,Q3,Q4,A1,A1a,A1b,A1c,A1d,A2,A2_1spec,A2_95spec,A3,A4,A4a,A4a_spec,A5a,A5b,A5c,A5d,A5e,A5f,A5g,A5h,A5i,A5j,A5k,A5l,A5lspec,A6a,A6b,A6c,A6d,A6e,A6f,A6g,A6h,A6i,A7,A7a,A8,A9a_1,A9a_2,A9a_3,A9b_1,A9b_2,A9b_3,A9c_1,A9c_2,A9c_3,A9d_1,A9d_2,A9d_3,A9e_1,A9e_2,A9e_3,A9f_1,A9f_2,A9f_3,A9g_1,A9g_2,A9g_3,A9h_1,A9h_2,A9h_3,A9i_1,A9i_2,A9i_3,A9i_spec,A10a,A10b,A10c,A10d,A10e,A10f,A10g,A10h,A10i,A10j,A10k,A10l,A10m,A10n,A10o,A10p,A10q,A10q_spec,B1a,B1b,B1c,B1d,B1e,B1f,B1g,B2,B2spec,B3a,B3b,B3c,B3d,B3e,B4,B4spec,B5,B5spec,B6a,B6b,B6c,B6d,B7,B7spec,B8,B8spec,B9_1,B9_2,B9_3,B9_4,B9_5,B9_95,B9_3spec,B9_4spec,B9_5spec,B10_1,B10_2,B10_3,B10_4,B10_5,B10_95,B10_4spec,B10_5spec,B11,B11spec,B12,B12spec,B13,B14,B14spec,B15,B15spec,B16,B16_1spec,B16a,B17a,B17b,B17c,B17d,B17e,B18,B18spec,C1_1,C1_2,C1_3,C1_4,C1_5,C1_6,C1_7,C1_8,C1_9,C1_10,C1_11,C1_95,C1_96,C1_95spec,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C2_10,C2_11,C2_95,C2_96,C2_95spec,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C3_10,C3_11,C3_95,C3_96,C3_95spec,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C4_7,C4_8,C4_9,C4_10,C4_11,C4_95,C4_96,C4_95spec,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C5_7,C5_8,C5_9,C5_10,C5_11,C5_95,C5_96,C5_95spec,C6_1,C6_2,C6_3,C6_4,C6_5,C6_6,C6_7,C6_8,C6_9,C6_10,C6_11,C6_95,C6_96,C6_95spec,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,C7_7,C7_8,C7_9,C7_10,C7_11,C7_95,C7_96,C7_95spec,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C8_7,C8_8,C8_9,C8_10,C8_11,C8_95,C8_96,C8_95spec,C9_1,C9_2,C9_3,C9_4,C9_5,C9_6,C9_7,C9_8,C9_9,C9_10,C9_11,C9_95,C9_96,C9_95spec,C10_1,C10_2,C10_3,C10_4,C10_5,C10_6,C10_7,C10_8,C10_9,C10_10,C10_11,C10_95,C10_96,C10_95spec,D1,D2,D2spec,D3,D3spec,D4,D4spec,D5,D5spec,D5a,D5aspec,D6,D6spec,D7,D7spec,D8,D8spec,D9,D9spec,D10,D10spec,D11,D11spec,D12,D12spec,D13,D13spec,D14,D14spec,D15,D15spec,D16,D16spec,D17,D17spec,D17a,D17b,D17c,D17d,D18_1,D18_2,D18_3,D18_4,D18_5,D18_6,D18_7,D18_95,D18_96,D18_95spec,D19_1,D19_2,D19_3,D19_4,D19_5,D19_95,D19_96,D19_95spec,D20,D20a,D20b,D20bspec,D21,D21a,D21b,D21bspec,D22,D22a,D22b,D22bspec,D23,D23a,D23b,D23bspec,D24,D24a,D24b,D24bspec,D25,D25a,D25b,D25bspec,D26,D26a,D26b,D26bspec,D27,D27spec,D27a,D27b,D27b_1spec,D28,D29_1,D29_2,D29_3,D29_4,D29_5,D29_95,D29_96,D29_95spec,D30,D30_1spec,D31
40,2/17/11,SC,1,1,4,2,"Assistant Commissioner, Client Services",4,18,18,1,South Carolina Vocational Rehabilitation Department,-7,Commissioner,-7,1,"Board, SCVRD Independent Commission",-7,"Board Chairman, SCVRD Independent Commission",2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,3,-9,3,3,3,1,99,3,3,99,1,2,-7,1175,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,1,1,1,1,0,Transition Services & (FED) Telework E Tech Loan Program,State W.I.A.,RSA Training Grant,1,1,1,0,0,0,-7,-7,1,-7,1,Strategic plan is based on the Baldrige criteria,1,1,-7,1,-7,1,SC state program based on Baldrige,2,1,1,1,1,1,1,-7,1,0,1,1,1,1,1,1,1,1,1,0,0,-7,0,0,0,0,1,1,0,1,0,0,0,0,0,-7,1,0,1,1,1,0,1,1,1,1,1,1,0,SC Commission for the Blind,1,0,0,0,1,0,0,1,0,0,0,0,0,-7,1,0,0,0,1,0,0,1,0,0,1,0,0,-7,0,0,0,0,0,1,0,0,0,0,0,0,0,-7,1,0,0,1,1,1,1,1,1,0,1,1,0,"ORS, DEW-Wage Verification, SVES-SSA-DSS",0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,"Health & Human Services, Dept. of Health & Enviornmental Control",-9,-9,-7,-9,-7,-9,-7,-9,-7,-7,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-7,-7,-7,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-9,-9,-9,-9,-9,-7,2,-7,-7,-7,-9,-7,-9,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,-9,-7,-7,-7,2,-7,-7,-7,-9, ,-7,-7,-7,2,0,0,0,0,0,0,1,-7,-9,-7,-9
157,3/22/11,SC,2,2,4,1,-7,38,6,38,1,South Carolina Commission for the Blind,-7,Commissioner,-7,1,Board of Commissioners,-7,Board of Commissioners,2,-7,-7,3,3,3,3,3,3,3,3,3,3,3,-9,-7,1,3,1,1,3,3,1,3,1,2,-7,96,15,13.78,1.22,-9,-7,-7,2,1.95,0.05,-9,-7,-7,12,9.54,2.46,36,31.7,4.3,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,-9,-9,4,-9,-9,-9,-9,-9,4,-9,-9,4,2,1,-9,-9,-9,-7,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,"Basic Support and Supported Employment, IDL-B, Training, Older Blind",-7,-7,0,0,0,0,1,0,-7,Call Center Training,1,-7,1,Quality Assurance Director meets with respective staff for development,1,1,-7,1,-7,1,Accountability Report,1,1,1,1,1,1,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,South Carolina Vocational Rehabilitation Department,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,South Carolina Vocational Rehabilitation Department,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,3,-7,3,-7,1,-9,2,-7,-7,-7,2,-7,2,-7,2,-7,2,-7,2,-7,2,-7,2,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,1,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,0,0,0,1,-7,2,-7,-9
19,1/19/11,SD,1,1,3,1,-7,20,25,40,2,South Dakota Division of Rehabilitation Services,Department of Human Services,Division Director,Department Secretary,1,Department Secretary,-7,Department Secretary,2,-7,-7,1,3,2,3,2,3,3,3,2,3,3,-9,-7,1,3,2,1,3,3,3,3,1,1,Four different Nations have grants,100,1,1,-7,35,-9,35,1,1,-7,1,1,-7,-9,-7,-7,55,55,-9,-9,-7,-7,1,1,-7,-9,-7,-7,-7,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,-9,-7,2,1,1,1,1,2,1,1,-7,1,1,1,3,1,1,-7,95,Bureau of Information Technology,1,2,1,1,1,-7,1,-7,1,1,0,0,0,0,-7,-7,-7,1,0,1,1,0,0,Social Security Administration,-7,1,-7,1,Related to the VR stae plan,1,1,-7,1,-7,1,Utah Consortium,2,1,1,1,1,1,1,-7,0,0,1,0,1,1,1,1,1,0,1,0,0,-7,0,0,1,0,1,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,1,1,1,0,0,1,0,0,-7,0,0,1,0,1,1,1,1,1,0,1,0,0,-7,0,0,1,0,0,0,0,0,0,0,1,0,0,-7,0,0,1,0,1,1,1,1,0,0,1,0,0,-7,0,0,1,0,1,1,1,1,1,0,1,0,0,-7,0,0,1,0,1,1,1,1,0,0,0,0,0,-7,0,0,1,0,1,1,1,1,0,0,0,0,0,-7,0,0,1,0,1,1,1,1,0,0,0,0,0,-7,150,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,1,Federal minimum,1,150,1,0,1,0,2,-7,2,-7,2,-7,2,-7,3,-7,3,-7,2,-7,-7,-7,-7,-7,1,1,0,0,1,1,0,0,0,-7,1,1,0,0,1,0,0,-7,1,1,2,-7,1,1,2,-7,1,1,2, ,1,1,2,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,1,1,1,1,0,0,-7,2,-7,-9
48,2/9/11,SD,2,2,3,1,-7,5,21,21,2,South Dakota Service to the Blind and Visually Impaired,Department of Human Services,Director,Department Secretary,1,Governor,-7,Department Secretary,2,-7,-7,1,3,1,1,1,1,2,1,1,1,3,-9,-7,1,3,1,1,1,1,1,99,1,1,Tribes,29,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,1,1,-7,21,21,-9,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,29.2,1,0,0,0,0,0,0,0,0,2,0,0.5,0,0,-9,-7,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,0,0,0,1,-7,-7,-7,0,0,0,1,1,0,Social Security Reimbursements,Donations,1,-7,2,-7,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,1,0,0,0,1,1,1,1,0,0,1,0,0,-7,0,0,0,0,0,1,0,0,0,0,0,0,0,-7,0,0,0,0,0,1,1,0,0,0,1,0,0,-7,0,0,0,0,1,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,SD School for the Blind and Visually Impaired,0,0,0,0,1,1,0,1,0,0,0,0,0,-7,0,0,0,0,1,0,1,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,6,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,2,-7,2,-7,3,-7,2,-7,3,-7,3,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,0,0,0,1,0,0,0,-7,1,0,1,0,0,0,0,-7,1,1,2,-7,2,-7,-7,-7,1,1,2, ,1,1,2,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,1,0,1,1,1,1,0,0,-7,2,-7,-9
137,3/11/11,TN,3,1,3,2,"Director, VR",1,5,5,2,Tennessee Division of Vocational Rehabilitation,Department of Human Services,Assistant Commissioner,-9,1,"Governor, via Commissioner, Human Services",-7,"Commissioner, Human Services",2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,-9,-7,1,3,1,1,3,3,1,3,1,2,-7,-9,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,1,1,1,1,1,1,1,1,-7,3,3,3,3,1,95,-9,95,-9,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,Training Grants,-7,-7,1,0,1,0,0,0,-7,-7,1,-7,1,Planning process includes both Central Office staff and Regional Supervisors,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,1,0,1,1,1,1,1,1,1,1,1,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,1,1,0,0,0,0,0,0,0,0,0,-7,0,0,1,1,1,0,1,0,0,0,0,0,0,-7,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,-9,-9,-7,-9,-7,-9,-7,-9,-7,-7,-7,2,-7,2,-7,2,-7,3,-7,3,-7,2,-7,3,-7,2,-7,3,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,1,0,1,0,0,0,0,-7,1,1,0,0,1,0,0,-7,1,1,2,-7,2,-7,-7,-7,1,1,2, ,2,-9,-7,-7,1,1,2,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,3,0,0,0,1,1,0,0,-7,1,Very difficult to get funding for those not under the waiver,-9
130,3/15/11,TX,1,1,5,1,-7,3,6,10,2,Texas Division of Rehabilitation Services,Department of Assistive and Rehabilitative Services,Assistant Commissioner,Commissioner,3,-7,-7,Commissoner,1,1,Went from Free standing agency with statewide board to being part of Health And Human Services Commission,2,3,3,3,3,3,3,3,3,3,3,3,-9,99,3,2,1,3,3,2,99,1,2,-7,1365,-9,-7,-7,-9,-7,-7,11,-9,-9,8,-9,-9,-9,-7,-7,1344,-9,-9,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,0,8,82,0,2,2,3,300,0,1,0,103,0,0,3,-9,-7,3,3,1,1,2,1,1,95,Health and Human Services,3,3,2,2,1,2,-7,2,-7,2,2,1,1,1,-7,1,-7,1,0,0,0,0,0,-7,-7,-7,0,0,0,1,0,0,SSA Reimbursement,-7,1,-7,1,State Plan and internal 3 year business plan,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,1,1,0,1,0,1,1,0,1,0,0,-7,0,0,0,0,0,1,0,1,0,0,1,0,0,-7,0,0,0,0,0,0,0,0,0,1,0,1,0,Health and Human Services,0,0,0,0,0,1,0,0,1,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,1,0,1,1,0,0,0,0,-7,0,0,0,1,0,1,0,1,1,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,1275,2,-7,2,-7,2,-7,1,"waiver services, ticket to work",2,-7,2,-7,1,minimum or above,3,-7,3,-7,3,-7,2,-7,2,-7,2,-7,3,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,1,0,1,0,1,0,0,-7,1,1,1,0,0,0,0,-7,2,-7,-7,-7,1,1,2,-7,1,1,2, ,2,-9,-7,-7,1,1,2,-7,2,-7,-7,-7,2,-7,-7,-7,1,Ticket - SSA,1,2,-7,3,1,0,0,1,1,0,0,-7,2,-7,-9
113,3/3/11,TX,2,2,5,2,Special Asst. to the Asst. Commissioner,9,40,40,2,Texas Division for Blind Services,Department of Assistive and Rehabilitative Services,Assistant Commissioner,Commissioner,3,-7,-7,Commissioner of DARS,2,-7,-7,2,3,3,3,3,3,3,3,3,3,3,3,-9,3,3,1,2,99,99,1,99,1,2,-7,466,-9,-7,-7,-9,-7,-7,70,70,-9,-9,-7,-7,18,-9,18,413,413,-9,-9,-7,-7,-9,-7,-7,-9,-7,-7,-7,0,466,18,0,0,0,0,0,0,0,0,14,23,0,0,0,4,Vocational Diagnostic Unit,1,1,1,1,1,1,1,95,HHSC (Parent Agency of DARS),3,3,1,2,2,95,Texas Facilities Commission,2,-7,1,1,1,1,1,-7,1,-7,1,0,0,0,0,0,-7,-7,-7,0,0,0,1,0,0,$1.00 check off on renewal of driver's license,-7,1,-7,2,-7,1,2,-7,1,-7,1,Working with Region VI TACE,2,1,1,2,1,2,2,-7,0,0,0,1,1,0,1,0,1,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,1,1,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,-9,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,2,-7,2,-7,3,-7,3,-7,3,-7,3,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,1,0,1,0,0,0,0,-7,1,0,0,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,3,0,0,0,0,0,0,1,-7,2,-7,-9
25,3/24/11,UT,3,1,2,1,-7,4,42,42,2,Utah State Office of Rehabilitation,Utah State Board of Education,Executive Director,State Superintendent of Public Education,1,State Superintendent of Public Education,-7,Deputy Superintendent,2,-7,-7,1,3,3,3,3,2,3,3,3,3,3,-9,-7,3,3,1,1,1,3,1,3,1,2,-7,604,-9,-7,-7,118,-9,118,2,-9,2,1,-7,1,4,-9,4,308,308,-9,-9,-7,-7,2,-9,2,169,-9,169,Deaf Div and Blind Div,11,51,12,26,4,0,0,1,11,0,0,4,10,12,0,0,0,-9,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,1,1,1,0,0,0,Supported Employment,-7,-7,1,0,1,1,0,0,Social Security Administration,-7,1,-7,2,-7,2,1,-7,1,-7,1,We initiated and are still involved with the Program Evaluation Summit Group and the IRA on PE/QA.,2,1,1,1,1,1,1,-7,0,0,1,0,1,1,1,0,0,0,1,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,1,0,0,-7,0,0,0,0,0,1,1,0,0,0,0,0,0,-7,0,0,0,0,0,0,1,0,0,0,0,0,0,-7,0,0,1,0,0,1,1,1,1,0,1,0,0,-7,0,0,0,0,1,0,1,0,0,0,0,0,0,-7,0,0,0,0,0,1,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,1,0,0,0,0,0,0,0,-7,44,3,-7,1,40,1,60,2,-7,-7,-7,1,20,1,minimum wage,1,10,1,27,1,0,1,4,1,3,2,-7,2,-7,1,0,2,-7,2,-7,-7,-7,-7,-7,1,1,1,0,1,0,0,0,0,-7,1,0,0,0,0,0,0,-7,1,1,2,-7,1,1,2,-7,1,1,2, ,1,1,2,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,1,0,0,0,-7,1,Those on DD agency list,-9
65,4/7/11,VA,1,1,4,1,-7,9,17,17,1,Virginia Department of Rehabilitative Services,-7,Commissioner,-7,1,Governor,-7,Secretary of Health and Human Resources,2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,3,-9,1,3,1,1,99,99,1,99,1,2,-7,1218.35,3,-9,3,458,-9,458,4,-9,4,4,-9,4,-9,-7,-7,579,579,-9,4,-9,4,-9,-7,-7,-9,-7,-7,-7,2,0,29,16,0,0,0,11,53,0,16,0,10,29,4,0,0,-9,1,1,1,1,1,1,1,1,-7,3,1,3,3,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,1,1,1,0,NIDRR Disability Research Project- subrecipient; DOL DEI -sub-recipient; MIG 'pass thru',WIA Discretionary,Autism Speaks,1,1,1,0,0,0,-7,-7,1,-7,1,Agency strategic plan developed on biennial basis using format provided by Governor'sOffice,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,0,1,1,0,0,0,0,1,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,1,1,1,0,0,0,1,1,0,1,0,Virginia Employment Commission; local community service boards;,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,1,0,1,0,Substance Abuse,0,0,0,0,0,0,0,0,0,1,0,1,0,Substance Abuse,0,0,0,0,0,0,0,1,0,1,0,1,0,Substance abuse,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,Medical Assistance Services,1088,3,-7,1,79,2,-7,1,Long term employment support services & extended employment services,-7,-7,2,-7,2,-7,2,-7,1,1088,1,6,3,-7,3,-7,2,-7,3,-7,3,-7,2,-7,1,Long term employment support services & extended support services,State funds,7617489,3088,"intellectual, serious mental illness, sensory/physical, cognitive, brain injury, autism, learning di",0,1,1,1,0,0,0,0,0,-7,1,1,0,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,1,Partnership Plus,1,2,-7,2,0,1,0,0,0,0,0,-7,2,-7,-9
91,2/16/11,VA,2,2,4,2,Vocational Rehabilitation Program Director,7,7,19,1,Virginia Department for the Blind and Vision Impaired,-7,Commissioner,-7,1,Governor,-7,Secretary of Health and Human Resources,2,-7,-7,3,3,3,3,3,3,3,3,3,3,3,-9,-7,3,3,1,3,3,3,1,3,1,2,-7,178,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,1,1,-7,152,48.9,-9,-9,-7,-7,-9,-7,-7,-9,-7,-7,-7,0,-9,-9,0,0,0,0,0,-9,0,0,0,3,1,0,0,-9,-7,1,1,1,1,1,1,1,1,-7,1,1,1,3,1,1,-7,95,-9,3,1,1,1,1,-7,1,-7,0,0,1,0,0,0,In-Service Training Grant; Supported Employment Grant,-7,-7,-9,-9,-9,-9,-9,-9,-7,-7,1,-7,1,Strategic Planning process determined by the state Department of Planning and Budget,1,1,-7,1,-7,2,-7,-7,1,3,3,1,1,1,-7,0,0,0,1,0,0,0,0,0,0,0,1,0,Virginia Department of Rehabilitative Services,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,1,0,0,0,0,0,0,0,1,0,Virginia Employment Commission,0,0,0,0,0,0,0,0,0,0,0,1,0,Virginia Department of Rehabilitative Services,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,Virginia Department of Rehabilitative Services,0,0,0,0,1,0,1,0,0,0,0,1,0,"Virginia Employment Commission, Virginia Department of Rehabilitative Services",0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,Virginia Department of Rehabilitative Services; Virginia Department for the Deaf and Hard of Hearing,-9,2,-7,-9,-7,-9,-7,1,Long-term follow-along services,1,100,2,-7,1,minimum wage,-9,-7,3,-7,2,-7,2,-7,2,-7,2,-7,-9,-7,-9,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,1,1,1,0,1,0,0,-7,1,1,0,0,0,0,0,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,1,state general funds designated for supported employment,1,-9,-7,3,0,0,0,1,1,0,0,-7,2,-7,-9
72,2/8/11,VI,3,1,3,1,-7,3,6,6,1,Virgin Islands Division of Disibilities and Vocational Rehabilitation Services,-7,Administrator,-7,1,Governor,-7,Assistant commissioner,2,-7,-7,3,3,3,3,3,3,3,3,3,3,3,3,-9,3,1,1,3,3,3,1,3,1,2,-7,19,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-7,1,1,1,1,1,1,1,95,-9,-9,-9,-9,-9,-9,1,-7,1,-7,1,3,3,3,1,-7,1,-7,0,0,0,0,0,1,-7,-7,-7,0,0,0,0,0,1,-7,-7,1,-7,2,-7,2,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,1,1,1,1,1,1,0,1,0,0,0,-7,0,0,0,0,1,0,1,0,0,1,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,1,0,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,37,3,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,2,-7,2,-7,3,-7,1,5,2,-7,2,-7,2,-7,2,-7,3,-7,-9,-7,2,-7,-7,-7,-7,-7,0,1,1,1,1,0,1,0,0,-7,0,0,0,0,0,0,1,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,0,0,0,1,-7,2,-7,-9
